===============================================================================
EXTENSION NAME : linecount
EXTENSION VERSION : 0.1.7
-------------------------------------------------------------------------------
count time : 2023-12-13 16:45:22
count workspace : /Users/teddysiker/Desktop/Coding/GitHub/herbicide/Herbicide
total files : 208
total code lines : 47956
total comment lines : 6401
total blank lines : 7020

.VSCodeCounter/2023-06-04_21-10-44/details.md, code is 92, comment is 0, blank is 6.
.VSCodeCounter/2023-06-04_21-10-44/diff-details.md, code is 9, comment is 0, blank is 6.
.VSCodeCounter/2023-06-04_21-10-44/diff.csv, code is 2, comment is 0, blank is 0.
.VSCodeCounter/2023-06-04_21-10-44/diff.md, code is 12, comment is 0, blank is 7.
.VSCodeCounter/2023-06-04_21-10-44/diff.txt, code is 19, comment is 0, blank is 3.
.VSCodeCounter/2023-06-04_21-10-44/results.csv, code is 85, comment is 0, blank is 0.
.VSCodeCounter/2023-06-04_21-10-44/results.json, code is 1, comment is 0, blank is 0.
.VSCodeCounter/2023-06-04_21-10-44/results.md, code is 45, comment is 0, blank is 7.
.VSCodeCounter/2023-06-04_21-10-44/results.txt, code is 135, comment is 0, blank is 3.
.VSCodeCounter/2023-08-15_20-50-54/details.md, code is 117, comment is 0, blank is 6.
.VSCodeCounter/2023-08-15_20-50-54/diff-details.md, code is 112, comment is 0, blank is 6.
.VSCodeCounter/2023-08-15_20-50-54/diff.csv, code is 105, comment is 0, blank is 0.
.VSCodeCounter/2023-08-15_20-50-54/diff.md, code is 63, comment is 0, blank is 7.
.VSCodeCounter/2023-08-15_20-50-54/diff.txt, code is 173, comment is 0, blank is 3.
.VSCodeCounter/2023-08-15_20-50-54/results.csv, code is 110, comment is 0, blank is 0.
.VSCodeCounter/2023-08-15_20-50-54/results.json, code is 1, comment is 0, blank is 0.
.VSCodeCounter/2023-08-15_20-50-54/results.md, code is 56, comment is 0, blank is 7.
.VSCodeCounter/2023-08-15_20-50-54/results.txt, code is 171, comment is 0, blank is 3.
.vsconfig, code is 5, comment is 0, blank is 1.
Assembly-CSharp.csproj, code is 903, comment is 0, blank is 0.
Assets/Animation/Animations/FlashRed.anim, code is 296, comment is 0, blank is 0.
Assets/Animation/Animators/EnemyAnimator.controller, code is 416, comment is 0, blank is 0.
Assets/Levels/level0.json, code is 204, comment is 0, blank is 0.
Assets/Levels/level_easy.json, code is 44, comment is 0, blank is 0.
Assets/Levels/level_hard.json, code is 148, comment is 0, blank is 0.
Assets/Levels/level_medium.json, code is 0, comment is 0, blank is 0.
Assets/Scripts/Controllers/AcornController.cs, code is 52, comment is 56, blank is 15.
Assets/Scripts/Controllers/BasicTreeController.cs, code is 53, comment is 49, blank is 17.
Assets/Scripts/Controllers/BombController.cs, code is 99, comment is 70, blank is 26.
Assets/Scripts/Controllers/ButterflyController.cs, code is 208, comment is 113, blank is 45.
Assets/Scripts/Controllers/ControllerController.cs, code is 178, comment is 91, blank is 34.
Assets/Scripts/Controllers/DefenderController.cs, code is 38, comment is 39, blank is 10.
Assets/Scripts/Controllers/EconomyController.cs, code is 74, comment is 55, blank is 21.
Assets/Scripts/Controllers/EnemyController.cs, code is 80, comment is 71, blank is 23.
Assets/Scripts/Controllers/EnemyManager.cs, code is 78, comment is 48, blank is 19.
Assets/Scripts/Controllers/HazardController.cs, code is 20, comment is 25, blank is 6.
Assets/Scripts/Controllers/InputController.cs, code is 176, comment is 132, blank is 55.
Assets/Scripts/Controllers/InventoryController.cs, code is 93, comment is 73, blank is 24.
Assets/Scripts/Controllers/JSONController.cs, code is 48, comment is 38, blank is 13.
Assets/Scripts/Controllers/KudzuController.cs, code is 188, comment is 111, blank is 43.
Assets/Scripts/Controllers/LevelController.cs, code is 111, comment is 94, blank is 37.
Assets/Scripts/Controllers/MainMenuController.cs, code is 56, comment is 49, blank is 14.
Assets/Scripts/Controllers/MobController.cs, code is 113, comment is 159, blank is 38.
Assets/Scripts/Controllers/ModelController.cs, code is 90, comment is 107, blank is 27.
Assets/Scripts/Controllers/PlaceableObjectController.cs, code is 20, comment is 31, blank is 7.
Assets/Scripts/Controllers/PlacementController.cs, code is 112, comment is 78, blank is 30.
Assets/Scripts/Controllers/ProjectileController.cs, code is 89, comment is 149, blank is 44.
Assets/Scripts/Controllers/SlowZoneController.cs, code is 99, comment is 87, blank is 24.
Assets/Scripts/Controllers/SoundController.cs, code is 47, comment is 32, blank is 11.
Assets/Scripts/Controllers/SquirrelController.cs, code is 136, comment is 93, blank is 31.
Assets/Scripts/Controllers/SynergyController.cs, code is 20, comment is 17, blank is 4.
Assets/Scripts/Controllers/TileGrid.cs, code is 561, comment is 395, blank is 130.
Assets/Scripts/Controllers/TreeController.cs, code is 30, comment is 45, blank is 11.
Assets/Scripts/Factories/DefenderFactory.cs, code is 66, comment is 66, blank is 27.
Assets/Scripts/Factories/EdgeFactory.cs, code is 30, comment is 30, blank is 9.
Assets/Scripts/Factories/EnemyFactory.cs, code is 81, comment is 45, blank is 17.
Assets/Scripts/Factories/FlooringFactory.cs, code is 30, comment is 30, blank is 10.
Assets/Scripts/Factories/HazardFactory.cs, code is 26, comment is 18, blank is 5.
Assets/Scripts/Factories/ProjectileFactory.cs, code is 34, comment is 23, blank is 7.
Assets/Scripts/Factories/TileFactory.cs, code is 32, comment is 32, blank is 9.
Assets/Scripts/Factories/TreeFactory.cs, code is 41, comment is 43, blank is 16.
Assets/Scripts/Interfaces/IAnimatable.cs, code is 15, comment is 40, blank is 10.
Assets/Scripts/Interfaces/IAttackable.cs, code is 20, comment is 54, blank is 14.
Assets/Scripts/Interfaces/ISlottable.cs, code is 9, comment is 18, blank is 3.
Assets/Scripts/Interfaces/IStateTracker.cs, code is 13, comment is 37, blank is 6.
Assets/Scripts/Interfaces/ISurface.cs, code is 23, comment is 102, blank is 18.
Assets/Scripts/Interfaces/ITargetable.cs, code is 28, comment is 91, blank is 22.
